Date,Open,High,Low,Close,Adj Close,Volume
2018-09-24,756.9500122070312,764.0,738.5,749.8499755859375,730.6959228515625,358414
2018-09-25,749.8499755859375,772.3499755859375,746.0,759.6500244140625,740.2456665039062,138845
2018-09-26,763.0,768.0,739.2000122070312,747.5999755859375,728.50341796875,130743
2018-09-27,749.7000122070312,758.9000244140625,737.9000244140625,745.4500122070312,726.4083862304688,106954
2018-09-28,745.0,755.75,725.2999877929688,744.9500122070312,725.921142578125,100590
2018-10-01,748.0,765.0,742.7000122070312,760.9500122070312,741.512451171875,110160
2018-10-03,761.2000122070312,780.0499877929688,744.0,749.9500122070312,730.79345703125,156301
2018-10-04,745.0,745.0,712.9000244140625,719.0999755859375,700.7314453125,197633
2018-10-05,713.5,723.7999877929688,695.5499877929688,714.75,696.4925537109375,138966
2018-10-08,714.75,719.2999877929688,684.0999755859375,695.0,677.2470703125,173083
2018-10-09,696.0499877929688,705.0,690.2999877929688,695.5499877929688,677.7830200195312,80925
2018-10-10,698.0,713.3499755859375,692.2000122070312,697.7999877929688,679.9755249023438,103012
2018-10-11,681.6500244140625,702.0,678.0,695.0499877929688,677.2957763671875,68888
2018-10-12,695.0499877929688,701.3499755859375,688.0,693.5499877929688,675.8341064453125,80912
2018-10-15,696.5,709.5,683.0,693.9000244140625,676.1751708984375,71053
2018-10-16,694.5,725.25,694.5,718.4000244140625,700.0493774414062,127280
2018-10-17,722.0,735.0,716.5499877929688,718.9000244140625,700.5365600585938,115004
2018-10-19,719.0999755859375,719.0999755859375,685.0,690.2999877929688,672.6671142578125,65939
2018-10-22,690.0,720.0,665.0,677.5499877929688,660.2427978515625,119216
2018-10-23,674.9000244140625,683.2000122070312,667.6500244140625,669.2000122070312,652.1060791015625,40227
2018-10-24,672.0999755859375,674.25,646.0999755859375,667.0,649.9622802734375,95831
2018-10-25,657.0,665.4000244140625,647.4500122070312,651.7999877929688,635.1505126953125,57842
2018-10-26,654.9000244140625,656.8499755859375,640.6500244140625,652.3499755859375,635.6864624023438,44682
2018-10-29,666.0,670.0,643.0,664.2999877929688,647.3312377929688,71504
2018-10-30,661.9000244140625,692.0999755859375,658.0,683.6500244140625,666.18701171875,206560
2018-10-31,694.0,750.4000244140625,671.25,744.1500244140625,725.1416015625,711389
2018-11-01,744.0,746.3499755859375,716.0,722.1500244140625,703.7035522460938,107904
2018-11-02,722.1500244140625,727.7000122070312,687.6500244140625,691.2000122070312,673.5441284179688,134644
2018-11-05,691.2000122070312,708.9500122070312,685.0,695.0999755859375,677.344482421875,127500
2018-11-06,696.0,704.5,690.8499755859375,693.0499877929688,675.3468627929688,48082
2018-11-07,695.0,705.0,692.4000244140625,697.8499755859375,680.0242309570312,8882
2018-11-09,700.0499877929688,709.0,696.5,705.7999877929688,687.7711791992188,52060
2018-11-12,706.0,730.7999877929688,701.0999755859375,724.5499877929688,706.042236328125,162807
2018-11-13,722.0,739.8499755859375,718.0,728.25,709.647705078125,103010
2018-11-14,721.3499755859375,727.75,692.4000244140625,700.1500244140625,682.2655029296875,105934
2018-11-15,700.0,720.0,697.3499755859375,713.5,695.2744750976562,87601
2018-11-16,715.4500122070312,730.9500122070312,712.0,726.7999877929688,708.2347412109375,80432
2018-11-19,730.0,734.4000244140625,723.4500122070312,730.5,711.8402709960938,58005
2018-11-20,732.0,732.0,704.0,709.3499755859375,691.23046875,131738
2018-11-21,714.0,714.0,685.0,690.9500122070312,673.300537109375,175573
2018-11-22,696.0,710.0499877929688,687.0,690.9500122070312,673.300537109375,153626
2018-11-26,691.0,698.75,671.0,693.9000244140625,676.1751708984375,106172
2018-11-27,698.9000244140625,707.7000122070312,686.0999755859375,693.5499877929688,675.8341064453125,98216
2018-11-28,700.5499877929688,706.0,692.5,698.3499755859375,680.511474609375,97288
2018-11-29,705.5999755859375,705.5999755859375,687.2999877929688,689.7000122070312,672.0824584960938,66924
2018-11-30,690.0,708.0,687.9000244140625,705.5,687.4788208007812,122985
2018-12-03,706.0,717.4000244140625,704.0,711.7000122070312,693.5205078125,79233
2018-12-04,715.5,726.2999877929688,704.7999877929688,723.8499755859375,705.360107421875,446087
2018-12-05,713.3499755859375,738.0,713.3499755859375,725.25,706.724365234375,251824
2018-12-06,721.0,721.9000244140625,692.5,697.5,679.6831665039062,131487
2018-12-07,710.9500122070312,710.9500122070312,685.2999877929688,692.9000244140625,675.2007446289062,81869
2018-12-10,690.0,704.7999877929688,682.0499877929688,686.4000244140625,668.8667602539062,73283
2018-12-11,687.0,708.0,685.7999877929688,695.5,677.7342529296875,124112
2018-12-12,700.9000244140625,710.5999755859375,691.4500122070312,704.75,686.7479858398438,126662
2018-12-13,704.25,713.25,698.0,709.75,691.6203002929688,122370
2018-12-14,709.75,717.0,705.3499755859375,712.25,694.056396484375,83450
2018-12-17,714.0,723.2999877929688,711.75,719.9000244140625,701.5110473632812,57478
2018-12-18,714.9500122070312,715.0,705.0,708.3499755859375,690.2560424804688,59029
2018-12-19,711.0,714.0,692.0999755859375,708.25,690.1585693359375,118335
2018-12-20,708.9500122070312,716.9000244140625,703.0,706.0,687.966064453125,63992
2018-12-21,709.9500122070312,713.25,693.0499877929688,695.75,677.9779052734375,64223
